 3;00;002;  0;00;002
  ;  ;   ;  0;00;003
# 
 3;00;003;  0;00;010
  ;  ;   ;  0;00;011
  ;  ;   ;  0;00;012
# 
 3;00;004;  3;00;003
  ;  ;   ;  0;00;013
  ;  ;   ;  0;00;014
  ;  ;   ;  0;00;015
  ;  ;   ;  0;00;016
  ;  ;   ;  0;00;017
  ;  ;   ;  0;00;018
  ;  ;   ;  0;00;019
  ;  ;   ;  0;00;020
# 
 3;00;010;  3;00;003
  ;  ;   ;  1;01;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;00;030

 3;01;001;  0;01;001
  ;  ;   ;  0;01;002
# 
 3;01;002;  0;01;003
  ;  ;   ;  0;01;004
  ;  ;   ;  0;01;005
# 
 3;01;003;  0;01;011
  ;  ;   ;  0;01;012
  ;  ;   ;  0;01;013
# (Surface station identification)
 3;01;004;  0;01;001
  ;  ;   ;  0;01;002
  ;  ;   ;  0;01;015
  ;  ;   ;  0;02;001
# (Origin and identification sequence)
 3;01;005;  0;01;035
  ;  ;   ;  0;01;034
# 
 3;01;011;  0;04;001
  ;  ;   ;  0;04;002
  ;  ;   ;  0;04;003
# 
 3;01;012;  0;04;004
  ;  ;   ;  0;04;005
# 
 3;01;013;  0;04;004
  ;  ;   ;  0;04;005
  ;  ;   ;  0;04;006
# (Time period)
 3;01;014;  1;02;002
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012

 3;01;021;  0;05;001
  ;  ;   ;  0;06;001
# 
 3;01;022;  0;05;001
  ;  ;   ;  0;06;001
  ;  ;   ;  0;07;001
# 
 3;01;023;  0;05;002
  ;  ;   ;  0;06;002
# 
 3;01;024;  0;05;002
  ;  ;   ;  0;06;002
  ;  ;   ;  0;07;001
# 
 3;01;025;  3;01;023
  ;  ;   ;  0;04;003
  ;  ;   ;  3;01;012
# 
 3;01;026;  3;01;021
  ;  ;   ;  0;04;003
  ;  ;   ;  0;04;003
  ;  ;   ;  0;04;004
  ;  ;   ;  0;04;004
  ;  ;   ;  0;04;005
  ;  ;   ;  0;04;005
# (Description of a feature in 3-D or 2-D)
 3;01;027;  0;08;007
  ;  ;   ;  1;01;000
  ;  ;   ;  0;31;001
  ;  ;   ;  3;01;028
  ;  ;   ;  0;08;007
# (Horizontal section of a feature described as a polygon, circle, line or point)
 3;01;028;  0;08;040
  ;  ;   ;  0;33;042
  ;  ;   ;  0;07;010
  ;  ;   ;  1;01;000
  ;  ;   ;  0;31;002
  ;  ;   ;  3;01;023
  ;  ;   ;  0;19;007
  ;  ;   ;  0;08;040
# 
 3;01;031;  3;01;001
  ;  ;   ;  0;02;001
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  3;01;022
# 
 3;01;032;  3;01;001
  ;  ;   ;  0;02;001
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  3;01;024
# (Buoy/platform - fixed)
 3;01;033;  0;01;005
  ;  ;   ;  0;02;001
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  3;01;021
# (Buoy/platform - fixed)
 3;01;034;  0;01;005
  ;  ;   ;  0;02;001
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  3;01;023
# (Buoy/platform - moving) (see Note 4)
 3;01;035;  0;01;005
  ;  ;   ;  0;01;012
  ;  ;   ;  0;01;013
  ;  ;   ;  0;02;001
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  3;01;023
# (Ship)
 3;01;036;  3;01;003
  ;  ;   ;  0;02;001
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  3;01;023
# (Land station for vertical soundings)
 3;01;037;  3;01;001
  ;  ;   ;  0;02;011
  ;  ;   ;  0;02;012
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  3;01;022
# (Land station for vertical soundings)
 3;01;038;  3;01;001
  ;  ;   ;  0;02;011
  ;  ;   ;  0;02;012
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  3;01;024
# (Ship for vertical soundings)
 3;01;039;  3;01;003
  ;  ;   ;  0;02;011
  ;  ;   ;  0;02;012
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  3;01;023
# 
 3;01;040;  3;01;003
  ;  ;   ;  0;02;011
  ;  ;   ;  0;02;012
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  3;01;024
# 
 3;01;041;  0;01;007
  ;  ;   ;  0;02;021
  ;  ;   ;  0;02;022
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012
# 
 3;01;042;  3;01;041
  ;  ;   ;  3;01;021
# 
 3;01;043;  0;01;007
  ;  ;   ;  0;02;023
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;013
  ;  ;   ;  3;01;021
# 
 3;01;044;  0;01;007
  ;  ;   ;  0;02;024
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;013
  ;  ;   ;  3;01;021
# (Satellite location and velocity)
 3;01;045;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  2;01;138
  ;  ;   ;  2;02;131
  ;  ;   ;  0;04;006
  ;  ;   ;  2;01;000
  ;  ;   ;  2;02;000
  ;  ;   ;  3;04;030
  ;  ;   ;  3;04;031
# 
 3;01;046;  0;01;007
  ;  ;   ;  0;01;012
  ;  ;   ;  0;02;048
  ;  ;   ;  0;21;119
  ;  ;   ;  0;25;060
  ;  ;   ;  2;02;124
  ;  ;   ;  0;02;026
  ;  ;   ;  0;02;027
  ;  ;   ;  2;02;000
  ;  ;   ;  0;05;040
# (ERS product header)
 3;01;047;  0;01;007
  ;  ;   ;  0;25;060
  ;  ;   ;  0;01;033
  ;  ;   ;  0;01;034
  ;  ;   ;  0;01;012
  ;  ;   ;  3;01;045
  ;  ;   ;  0;02;021
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  2;01;138
